label,market,order_region,shipping_mode,category_name,order_month,order_day_of_week
0,LATAM,Central America,Standard Class,Cleats,4,2
0,LATAM,South America,Standard Class,Women's Apparel,2,1
0,LATAM,South America,Standard Class,Women's Apparel,3,3
0,LATAM,Central America,Standard Class,Women's Apparel,5,3
0,LATAM,Central America,Standard Class,Women's Apparel,3,3
0,LATAM,Caribbean,Standard Class,Women's Apparel,5,5
0,LATAM,Central America,Standard Class,Shop By Sport,5,2
1,LATAM,Caribbean,Standard Class,Shop By Sport,2,4
1,LATAM,Central America,Standard Class,Shop By Sport,5,1
1,LATAM,South America,Standard Class,Women's Apparel,2,7
1,LATAM,Central America,Standard Class,Girls' Apparel,2,4
1,LATAM,Central America,Standard Class,Girls' Apparel,3,6
0,LATAM,Central America,Standard Class,Women's Apparel,2,5
0,LATAM,Central America,Standard Class,Women's Apparel,4,2
1,LATAM,South America,Standard Class,Shop By Sport,4,7
0,LATAM,Central America,Standard Class,Shop By Sport,4,2
0,LATAM,Central America,Standard Class,Shop By Sport,4,4
0,LATAM,Central America,Standard Class,Women's Apparel,3,5
0,LATAM,South America,Standard Class,Women's Apparel,2,3
1,LATAM,South America,Standard Class,Women's Apparel,2,1
0,LATAM,Caribbean,Standard Class,Shop By Sport,6,6
0,LATAM,Central America,Standard Class,Women's Apparel,4,7
0,LATAM,Central America,Standard Class,Women's Apparel,3,3
0,LATAM,Central America,Standard Class,Girls' Apparel,2,7
0,LATAM,South America,Standard Class,Shop By Sport,2,4
0,LATAM,Central America,Standard Class,Women's Apparel,2,7
0,LATAM,Central America,Standard Class,Shop By Sport,4,7
1,LATAM,Central America,Standard Class,Shop By Sport,2,7
1,LATAM,Central America,Standard Class,Electronics,5,1
0,LATAM,South America,Standard Class,Accessories,3,7
1,LATAM,South America,Standard Class,Golf Balls,5,5
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,5
1,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,4
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Southeast Asia,Second Class,Sporting Goods,1,5
1,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Eastern Asia,First Class,Sporting Goods,1,1
0,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,1
1,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,4
0,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Southeast Asia,Second Class,Sporting Goods,1,5
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,4
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,3
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,2
1,Pacific Asia,South Asia,First Class,Sporting Goods,1,1
1,Pacific Asia,South Asia,First Class,Sporting Goods,1,1
1,Pacific Asia,Eastern Asia,First Class,Sporting Goods,1,1
0,Pacific Asia,Southeast Asia,Same Day,Sporting Goods,1,6
0,Pacific Asia,Southeast Asia,Same Day,Sporting Goods,1,6
0,Pacific Asia,Oceania,Same Day,Sporting Goods,1,6
1,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,4
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,3
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,5
0,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Oceania,Second Class,Sporting Goods,1,3
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,1
1,Pacific Asia,Southeast Asia,First Class,Sporting Goods,1,1
1,Pacific Asia,Southeast Asia,Second Class,Sporting Goods,1,4
1,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,3
0,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,1
1,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,South Asia,Second Class,Sporting Goods,1,3
0,Pacific Asia,South Asia,Second Class,Sporting Goods,1,2
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,5
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Southeast Asia,Second Class,Sporting Goods,1,3
0,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,5
1,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,4
1,Pacific Asia,Eastern Asia,First Class,Sporting Goods,1,1
0,Pacific Asia,Southeast Asia,Second Class,Sporting Goods,1,1
1,Pacific Asia,South Asia,Second Class,Sporting Goods,1,5
1,Pacific Asia,South Asia,Second Class,Sporting Goods,1,3
1,Pacific Asia,South Asia,First Class,Sporting Goods,1,7
1,Pacific Asia,South Asia,First Class,Sporting Goods,1,7
1,Pacific Asia,South Asia,First Class,Sporting Goods,1,7
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,3
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,4
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,2
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,1
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,7
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,3
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Oceania,Standard Class,Sporting Goods,1,1
1,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,3
1,Pacific Asia,Oceania,Second Class,Sporting Goods,1,1
1,Pacific Asia,Eastern Asia,First Class,Sporting Goods,1,7
1,Pacific Asia,Eastern Asia,Second Class,Sporting Goods,1,4
1,Pacific Asia,Eastern Asia,Same Day,Sporting Goods,1,6
1,Pacific Asia,Eastern Asia,Same Day,Sporting Goods,1,6
1,Pacific Asia,Oceania,Same Day,Sporting Goods,1,6
1,Pacific Asia,Oceania,Same Day,Sporting Goods,1,6
1,Pacific Asia,Oceania,Same Day,Sporting Goods,1,6
0,Pacific Asia,Oceania,Same Day,Sporting Goods,1,6
1,Pacific Asia,South Asia,Same Day,Sporting Goods,1,6
1,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,4
1,Pacific Asia,Southeast Asia,Standard Class,Sporting Goods,1,3
0,Pacific Asia,South Asia,Standard Class,Sporting Goods,1,2
0,Pacific Asia,Eastern Asia,Standard Class,Sporting Goods,1,1
1,LATAM,Central America,Second Class,Women's Apparel,4,6
1,LATAM,Central America,Second Class,Women's Apparel,2,7
0,Pacific Asia,West Asia,Second Class,Cardio Equipment,12,1
1,Pacific Asia,Oceania,Second Class,Shop By Sport,3,5
1,Pacific Asia,West Asia,Second Class,Cardio Equipment,1,5
1,Pacific Asia,Southeast Asia,Second Class,Cleats,2,7
1,Pacific Asia,Eastern Asia,Second Class,Cleats,12,5
0,Pacific Asia,Southeast Asia,Second Class,Cleats,4,1
0,Pacific Asia,Eastern Asia,Second Class,Cleats,11,7
1,Pacific Asia,Oceania,Second Class,Cleats,1,7
0,Pacific Asia,Southeast Asia,Second Class,Women's Apparel,4,1
1,Pacific Asia,Oceania,Second Class,Shop By Sport,12,7
1,Pacific Asia,Oceania,Second Class,Trade-In,2,6
1,Pacific Asia,South Asia,Second Class,Trade-In,2,7
1,USCA,West of USA ,Second Class,Cleats,7,7
1,USCA,West of USA ,Second Class,Tennis & Racquet,4,3
0,USCA,West of USA ,Second Class,Cardio Equipment,5,1
1,USCA,East of USA,Second Class,Cardio Equipment,7,6
1,USCA,East of USA,Second Class,Cleats,7,6
1,USCA,US Center ,Second Class,Women's Apparel,5,5
1,USCA,South of  USA ,Second Class,Women's Apparel,8,1
1,Africa,Southern Africa,Second Class,Cardio Equipment,11,4
0,Africa,Southern Africa,Second Class,Electronics,10,2
1,Europe,Western Europe,Second Class,Cardio Equipment,7,3
0,Europe,Western Europe,Second Class,Electronics,9,4
0,Europe,Western Europe,Second Class,Cardio Equipment,6,4
1,Europe,Northern Europe,Second Class,Cleats,8,3
1,Europe,Northern Europe,Second Class,Cleats,9,6
1,Europe,Western Europe,Second Class,Cleats,7,6
0,Europe,Western Europe,Second Class,Women's Apparel,6,6
1,Europe,Western Europe,Second Class,Shop By Sport,9,4
0,Europe,Eastern Europe,Second Class,Women's Apparel,10,2
1,Europe,Northern Europe,Second Class,Women's Apparel,8,3
0,Europe,Northern Europe,Second Class,Women's Apparel,7,4
1,Europe,Eastern Europe,Second Class,Shop By Sport,12,4
1,Europe,Northern Europe,Second Class,Women's Apparel,10,6
0,Europe,Western Europe,Second Class,Shop By Sport,7,2
1,Europe,Eastern Europe,Second Class,Accessories,12,4
0,LATAM,Central America,Second Class,Cardio Equipment,1,1
1,LATAM,Caribbean,Second Class,Cardio Equipment,5,6
1,LATAM,Central America,Second Class,Cardio Equipment,4,3
1,LATAM,Central America,Second Class,Cleats,2,7
1,LATAM,Central America,Second Class,Cleats,5,5
1,LATAM,Central America,Second Class,Cleats,4,6
1,LATAM,South America,Second Class,Women's Apparel,3,4
1,LATAM,Central America,Second Class,Shop By Sport,2,7
0,LATAM,Central America,Second Class,Women's Apparel,3,5
1,LATAM,South America,Second Class,Electronics,3,1
1,Pacific Asia,Eastern Asia,Second Class,Accessories,11,5
1,Pacific Asia,Eastern Asia,Second Class,Cleats,12,5
1,Pacific Asia,Oceania,Second Class,Cleats,4,4
1,Pacific Asia,South Asia,Second Class,Cleats,11,4
0,Pacific Asia,Oceania,Second Class,Shop By Sport,12,2
1,Pacific Asia,West Asia,Second Class,Women's Apparel,1,5
1,Pacific Asia,Southeast Asia,Second Class,Shop By Sport,12,1
1,Pacific Asia,Southeast Asia,Second Class,Women's Apparel,11,5
1,Pacific Asia,Eastern Asia,Second Class,Shop By Sport,11,2
0,Pacific Asia,West Asia,Second Class,Women's Apparel,10,5
1,Pacific Asia,Oceania,Second Class,Accessories,12,6
1,USCA,West of USA ,Second Class,Women's Apparel,7,7
1,USCA,West of USA ,Second Class,Electronics,4,7
1,USCA,West of USA ,Second Class,Cleats,7,7
1,USCA,US Center ,Second Class,Cleats,7,7
1,USCA,East of USA,Second Class,Cleats,4,7
1,USCA,South of  USA ,Second Class,Cleats,6,7
1,USCA,US Center ,Second Class,Cleats,7,7
1,USCA,South of  USA ,Second Class,Shop By Sport,8,1
1,USCA,South of  USA ,Second Class,Women's Apparel,8,1
1,Africa,Central Africa,Second Class,Cardio Equipment,12,2
1,Africa,North Africa,Second Class,Women's Apparel,12,3
1,Europe,Southern Europe,Second Class,Cardio Equipment,9,2
0,Europe,Southern Europe,Second Class,Cardio Equipment,8,6
1,Europe,Western Europe,Second Class,Cleats,7,5
1,Europe,Western Europe,Second Class,Cleats,8,5
1,Europe,Western Europe,Second Class,Cleats,7,6
1,Europe,Western Europe,Second Class,Cleats,9,5
0,Europe,Southern Europe,Second Class,Girls' Apparel,8,6
1,Europe,Western Europe,Second Class,Women's Apparel,8,1
1,Europe,Northern Europe,Second Class,Women's Apparel,8,3
0,Europe,Northern Europe,Second Class,Women's Apparel,7,4
1,Europe,Western Europe,Second Class,Shop By Sport,9,1
1,Europe,Western Europe,Second Class,Women's Apparel,8,1
1,Europe,Western Europe,Second Class,Women's Apparel,8,5
1,Europe,Western Europe,Second Class,Women's Apparel,8,3
0,Europe,Western Europe,Second Class,Girls' Apparel,6,6
1,Europe,Western Europe,Second Class,Women's Apparel,7,3
0,Europe,Eastern Europe,Second Class,Golf Balls,1,5
0,LATAM,Central America,Second Class,Women's Apparel,2,4
1,LATAM,Central America,Second Class,Electronics,2,7
1,Europe,Western Europe,Second Class,Strength Training,9,4
0,Europe,Southern Europe,Second Class,Cardio Equipment,8,1
1,Europe,Northern Europe,Second Class,Electronics,7,1
1,Europe,Southern Europe,Second Class,Crafts,11,6
1,Europe,Southern Europe,Second Class,Men's Footwear,7,5
1,Europe,Western Europe,Second Class,Cleats,9,4
1,Europe,Western Europe,Second Class,Men's Footwear,10,7
1,Europe,Western Europe,Second Class,Men's Footwear,8,4
1,Europe,Western Europe,Second Class,Men's Footwear,8,2
1,Europe,Western Europe,Second Class,Men's Footwear,8,7
1,Europe,Eastern Europe,Second Class,Cleats,11,5
1,Europe,Northern Europe,Second Class,Crafts,11,4
1,Europe,Northern Europe,Second Class,Men's Footwear,7,3
1,Europe,Northern Europe,Second Class,Men's Footwear,10,4
1,Europe,Northern Europe,Second Class,Men's Footwear,9,6
0,Europe,Northern Europe,Second Class,Men's Footwear,6,4
1,Europe,Southern Europe,Second Class,Men's Footwear,9,1
0,Europe,Southern Europe,Second Class,Men's Footwear,8,1
0,Europe,Western Europe,Second Class,Crafts,11,4
1,Europe,Western Europe,Second Class,Men's Footwear,10,7
1,Europe,Western Europe,Second Class,Men's Footwear,8,4
1,Europe,Western Europe,Second Class,Men's Footwear,9,4
1,Europe,Eastern Europe,Second Class,Cleats,12,6
0,Europe,Northern Europe,Second Class,Men's Footwear,8,2
0,Europe,Northern Europe,Second Class,Men's Footwear,6,4
1,Europe,Western Europe,Second Class,Cleats,8,5
1,Europe,Northern Europe,Second Class,Men's Footwear,9,7
0,Europe,Northern Europe,Second Class,Men's Footwear,6,4
1,Europe,Southern Europe,Second Class,Cleats,7,7
0,Europe,Western Europe,Second Class,Men's Footwear,8,3
1,Europe,Western Europe,Second Class,Men's Footwear,6,3
1,Europe,Western Europe,Second Class,Men's Footwear,8,1
1,Europe,Western Europe,Second Class,Men's Footwear,9,3
1,Europe,Western Europe,Second Class,Men's Footwear,9,5
1,Europe,Western Europe,Second Class,Men's Footwear,7,4
1,Europe,Western Europe,Second Class,Men's Footwear,6,3
1,Europe,Western Europe,Second Class,Cleats,7,5
1,Europe,Eastern Europe,Second Class,Men's Footwear,10,5
1,Europe,Northern Europe,Second Class,Cleats,7,5
1,Europe,Northern Europe,Second Class,Men's Footwear,7,4
1,Europe,Southern Europe,Second Class,Men's Footwear,9,7
1,Europe,Western Europe,Second Class,Men's Footwear,7,3
1,Europe,Western Europe,Second Class,Men's Footwear,10,7
1,Europe,Southern Europe,Second Class,Men's Footwear,10,3
0,Europe,Western Europe,Second Class,Men's Footwear,8,3
1,Europe,Western Europe,Second Class,Men's Footwear,10,6
1,Europe,Northern Europe,Second Class,Men's Footwear,8,7
1,Europe,Northern Europe,Second Class,Men's Footwear,10,3
1,Europe,Northern Europe,Second Class,Men's Footwear,9,4
1,Europe,Northern Europe,Second Class,Men's Footwear,9,4
1,Europe,Southern Europe,Second Class,Men's Footwear,10,3
1,Europe,Southern Europe,Second Class,Men's Footwear,6,1
1,Europe,Northern Europe,Second Class,Men's Footwear,8,6
1,Europe,Northern Europe,Second Class,Men's Footwear,7,5
0,Europe,Western Europe,Second Class,Cleats,8,2
1,Europe,Western Europe,Second Class,Cleats,7,5
1,Europe,Eastern Europe,Second Class,Men's Footwear,12,6
1,Europe,Northern Europe,Second Class,Men's Footwear,9,5
1,Europe,Northern Europe,Second Class,Men's Footwear,8,2
0,Europe,Southern Europe,Second Class,Men's Footwear,8,3
1,Europe,Southern Europe,Second Class,Men's Footwear,7,4
1,Europe,Western Europe,Second Class,Men's Footwear,9,2
1,Europe,Northern Europe,Second Class,Men's Footwear,10,7
1,Europe,Northern Europe,Second Class,Men's Footwear,9,5
1,Europe,Northern Europe,Second Class,Men's Footwear,8,7
1,Europe,Northern Europe,Second Class,Men's Footwear,8,2
1,Europe,Northern Europe,Second Class,Men's Footwear,7,7
1,Europe,Southern Europe,Second Class,Cleats,6,4
1,Europe,Southern Europe,Second Class,Men's Footwear,7,5
1,Europe,Western Europe,Second Class,Men's Footwear,9,7
1,Europe,Western Europe,Second Class,Men's Footwear,9,2
1,Europe,Western Europe,Second Class,Men's Footwear,6,5
1,Europe,Eastern Europe,Second Class,Cleats,9,6
1,Europe,Northern Europe,Second Class,Men's Footwear,10,7
1,Europe,Northern Europe,Second Class,Men's Footwear,7,7
1,Europe,Southern Europe,Second Class,Men's Footwear,7,5
1,Europe,Western Europe,Second Class,Children's Clothing,10,3
1,Europe,Western Europe,Second Class,Men's Footwear,9,4
1,Europe,Western Europe,Second Class,Men's Footwear,9,5
1,Europe,Western Europe,Second Class,Men's Footwear,8,5
1,Europe,Western Europe,Second Class,Men's Footwear,7,5
1,Europe,Northern Europe,Second Class,Men's Footwear,8,6
1,Europe,Northern Europe,Second Class,Men's Footwear,7,7
1,Europe,Southern Europe,Second Class,Men's Footwear,10,6
1,Europe,Western Europe,Second Class,Cleats,7,6
1,Europe,Western Europe,Second Class,Crafts,11,1
0,Europe,Western Europe,Second Class,Men's Footwear,8,2
1,Europe,Western Europe,Second Class,Men's Footwear,7,5
1,Europe,Eastern Europe,Second Class,Men's Footwear,10,2
1,LATAM,Central America,Standard Class,Cleats,2,1
1,LATAM,South America,Standard Class,Cleats,2,7
1,LATAM,Caribbean,Standard Class,Cleats,4,4
1,LATAM,Central America,Standard Class,Cleats,3,1
0,LATAM,South America,Standard Class,Cleats,5,1
0,LATAM,Central America,Standard Class,Cleats,3,2
1,LATAM,Central America,Standard Class,Cleats,5,7
0,LATAM,Caribbean,Standard Class,Cleats,5,3
1,LATAM,Central America,Standard Class,Cleats,5,1
0,LATAM,Caribbean,Standard Class,Shop By Sport,1,6
1,LATAM,Central America,Standard Class,Women's Apparel,3,2
0,LATAM,South America,Standard Class,Shop By Sport,6,6
1,LATAM,Caribbean,Standard Class,Women's Apparel,2,4
0,LATAM,Central America,Standard Class,Girls' Apparel,2,5
0,LATAM,Central America,Standard Class,Women's Apparel,4,2
1,LATAM,South America,Standard Class,Girls' Apparel,1,1
0,LATAM,South America,Standard Class,Shop By Sport,3,2
1,LATAM,South America,Standard Class,Shop By Sport,3,5
0,LATAM,Central America,Standard Class,Women's Apparel,5,4
1,LATAM,Central America,Standard Class,Women's Apparel,5,7
0,LATAM,Central America,Standard Class,Women's Apparel,5,1
0,LATAM,Central America,Standard Class,Women's Apparel,2,6
0,LATAM,Central America,Standard Class,Girls' Apparel,2,3
0,LATAM,Central America,Standard Class,Shop By Sport,2,2
1,LATAM,Central America,Standard Class,Women's Apparel,3,3
0,LATAM,South America,Standard Class,Women's Apparel,4,7
0,LATAM,South America,Standard Class,Women's Apparel,6,2
1,LATAM,Central America,Standard Class,Women's Apparel,2,3
0,LATAM,Central America,Standard Class,Women's Apparel,5,3
0,LATAM,South America,Standard Class,Shop By Sport,1,6
0,LATAM,South America,Standard Class,Shop By Sport,5,3
0,LATAM,South America,Standard Class,Women's Apparel,5,4
1,LATAM,South America,Standard Class,Shop By Sport,4,1
1,LATAM,Central America,Standard Class,Women's Apparel,2,1
0,LATAM,South America,Standard Class,Girls' Apparel,3,7
0,LATAM,Central America,Standard Class,Electronics,4,2
0,LATAM,South America,Standard Class,Accessories,5,3
1,LATAM,Caribbean,Standard Class,Electronics,1,6
0,LATAM,Central America,Standard Class,Accessories,1,6
0,LATAM,Central America,Standard Class,Trade-In,2,5
0,LATAM,South America,Standard Class,Accessories,6,2
0,LATAM,Central America,Standard Class,Cleats,4,6
0,LATAM,Caribbean,Standard Class,Cleats,6,4
0,LATAM,Central America,Standard Class,Cleats,1,5
0,LATAM,Caribbean,Standard Class,Cleats,4,5
0,LATAM,South America,Standard Class,Cleats,4,5
0,LATAM,Central America,Standard Class,Shop By Sport,2,7
0,LATAM,Caribbean,Standard Class,Women's Apparel,2,7
0,LATAM,Caribbean,Standard Class,Women's Apparel,5,5
0,LATAM,South America,Standard Class,Girls' Apparel,4,5
0,LATAM,South America,Standard Class,Women's Apparel,2,1
0,LATAM,Central America,Standard Class,Girls' Apparel,5,1
0,LATAM,South America,Standard Class,Women's Apparel,6,3
0,LATAM,South America,Standard Class,Shop By Sport,4,5
0,Pacific Asia,South Asia,Standard Class,Cardio Equipment,2,6
0,Pacific Asia,Eastern Asia,Standard Class,Cardio Equipment,12,1
0,Pacific Asia,Oceania,Standard Class,Cardio Equipment,4,3
0,Pacific Asia,Oceania,Standard Class,Baseball & Softball,3,2
1,Pacific Asia,Eastern Asia,Standard Class,Electronics,1,3
1,Pacific Asia,Oceania,Standard Class,Cardio Equipment,3,1
0,Pacific Asia,Southeast Asia,Standard Class,Cardio Equipment,11,4
0,Pacific Asia,West Asia,Standard Class,Cardio Equipment,10,1
0,Pacific Asia,Southeast Asia,Standard Class,Cardio Equipment,3,6
0,Pacific Asia,West Asia,Standard Class,Cardio Equipment,9,2
0,Pacific Asia,Southeast Asia,Standard Class,Cardio Equipment,12,5
0,Pacific Asia,South Asia,Standard Class,Electronics,9,5
0,Pacific Asia,West Asia,Standard Class,Cardio Equipment,12,5
0,Pacific Asia,South Asia,Standard Class,Cleats,11,2
0,Pacific Asia,Southeast Asia,Standard Class,Cleats,12,2
0,Pacific Asia,Eastern Asia,Standard Class,Cleats,12,3
0,Pacific Asia,Oceania,Standard Class,Cleats,1,2
0,Pacific Asia,West Asia,Standard Class,Cleats,11,2
0,Pacific Asia,West Asia,Standard Class,Cleats,9,1
1,Pacific Asia,South Asia,Standard Class,Cleats,12,2
0,Pacific Asia,Eastern Asia,Standard Class,Cleats,2,6
0,Pacific Asia,Southeast Asia,Standard Class,Cleats,11,4
1,Pacific Asia,Southeast Asia,Standard Class,Cleats,2,7
0,Pacific Asia,Oceania,Standard Class,Shop By Sport,2,6
0,Pacific Asia,West Asia,Standard Class,Women's Apparel,11,7
0,Pacific Asia,West Asia,Standard Class,Women's Apparel,12,5
0,Pacific Asia,Eastern Asia,Standard Class,Shop By Sport,11,7
0,Pacific Asia,West Asia,Standard Class,Women's Apparel,1,5
0,Pacific Asia,West Asia,Standard Class,Women's Apparel,10,1
0,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,11,1
0,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,11,3
0,Pacific Asia,Southeast Asia,Standard Class,Women's Apparel,1,4
1,Africa,North Africa,Standard Class,Cardio Equipment,10,1
1,Africa,West Africa,Standard Class,Cardio Equipment,12,6
1,Africa,North Africa,Standard Class,Cleats,9,1
0,Africa,West Africa,Standard Class,Cleats,1,6
1,Africa,North Africa,Standard Class,Shop By Sport,9,4
0,Africa,North Africa,Standard Class,Shop By Sport,9,4
0,Africa,West Africa,Standard Class,Shop By Sport,1,6
0,Africa,Central Africa,Standard Class,Women's Apparel,12,7
0,Africa,North Africa,Standard Class,Cleats,11,7
0,Africa,North Africa,Standard Class,Women's Apparel,11,7
0,Europe,Western Europe,Standard Class,Cardio Equipment,8,3
0,Europe,Southern Europe,Standard Class,Cleats,7,7
0,Europe,Western Europe,Standard Class,Cleats,7,6
0,Europe,Southern Europe,Standard Class,Cleats,7,3
0,Europe,Eastern Europe,Standard Class,Cleats,11,1
0,Europe,Northern Europe,Standard Class,Cleats,9,1
0,Europe,Northern Europe,Standard Class,Cleats,7,4
0,Europe,Western Europe,Standard Class,Women's Apparel,9,7
0,Europe,Western Europe,Standard Class,Shop By Sport,7,2
0,Europe,Western Europe,Standard Class,Women's Apparel,10,7
0,Europe,Northern Europe,Standard Class,Women's Apparel,7,4
0,Europe,Northern Europe,Standard Class,Women's Apparel,9,3
0,Europe,Southern Europe,Standard Class,Shop By Sport,7,7
0,Europe,Southern Europe,Standard Class,Women's Apparel,9,1
0,Europe,Western Europe,Standard Class,Women's Apparel,9,4
0,Europe,Western Europe,Standard Class,Women's Apparel,9,4
0,Europe,Western Europe,Standard Class,Baseball & Softball,6,5
0,Europe,Southern Europe,Standard Class,Cardio Equipment,7,7
0,Europe,Southern Europe,Standard Class,Cardio Equipment,7,2
0,Europe,Southern Europe,Standard Class,Cardio Equipment,10,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,9,5
0,Europe,Northern Europe,Standard Class,Cardio Equipment,8,2
0,Europe,Western Europe,Standard Class,Electronics,6,5
0,Europe,Northern Europe,Standard Class,Cardio Equipment,8,4
0,Europe,Western Europe,Standard Class,Cardio Equipment,9,2
1,Europe,Western Europe,Standard Class,Cardio Equipment,7,2
1,Europe,Western Europe,Standard Class,Cardio Equipment,6,5
0,Europe,Southern Europe,Standard Class,Cardio Equipment,9,3
1,Europe,Northern Europe,Standard Class,Cleats,6,7
1,Europe,Western Europe,Standard Class,Cleats,7,1
0,Europe,Western Europe,Standard Class,Cleats,7,3
0,Europe,Northern Europe,Standard Class,Cleats,6,3
1,Europe,Western Europe,Standard Class,Cleats,8,1
0,Europe,Southern Europe,Standard Class,Cleats,7,7
0,Europe,Western Europe,Standard Class,Cleats,8,4
1,Europe,Southern Europe,Standard Class,Cleats,8,7
1,Europe,Western Europe,Standard Class,Cleats,8,6
0,Europe,Southern Europe,Standard Class,Cleats,10,2
1,Europe,Western Europe,Standard Class,Cleats,9,2
1,Europe,Western Europe,Standard Class,Cleats,9,2
0,Europe,Southern Europe,Standard Class,Cleats,9,3
1,Europe,Western Europe,Standard Class,Cleats,9,6
0,Europe,Eastern Europe,Standard Class,Cleats,11,7
0,Europe,Northern Europe,Standard Class,Cleats,6,6
0,Europe,Western Europe,Standard Class,Cleats,6,5
0,Europe,Western Europe,Standard Class,Cleats,9,1
0,Europe,Western Europe,Standard Class,Cleats,9,3
1,Pacific Asia,Eastern Asia,Standard Class,Men's Footwear,1,7
0,Pacific Asia,Eastern Asia,Standard Class,Men's Footwear,11,7
1,Pacific Asia,Eastern Asia,Standard Class,Men's Footwear,1,1
1,Pacific Asia,Eastern Asia,Standard Class,Women's Clothing,1,4
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,2,1
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,3,2
1,Pacific Asia,Oceania,Standard Class,Men's Footwear,3,3
1,Pacific Asia,South Asia,Standard Class,Children's Clothing,12,4
0,Pacific Asia,South Asia,Standard Class,Men's Footwear,12,3
0,Pacific Asia,Southeast Asia,Standard Class,Men's Footwear,1,6
0,Pacific Asia,Southeast Asia,Standard Class,Men's Footwear,12,2
1,Pacific Asia,West Asia,Standard Class,Men's Footwear,11,3
1,Pacific Asia,Eastern Asia,Standard Class,Men's Footwear,1,7
0,Pacific Asia,Eastern Asia,Standard Class,Men's Footwear,11,5
0,Pacific Asia,Oceania,Standard Class,Men's Clothing,11,1
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,2,1
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,11,5
0,Pacific Asia,South Asia,Standard Class,Cleats,11,4
1,Pacific Asia,South Asia,Standard Class,Men's Clothing,11,4
0,Pacific Asia,Southeast Asia,Standard Class,Men's Footwear,12,4
0,Pacific Asia,Southeast Asia,Standard Class,Men's Footwear,12,1
0,Pacific Asia,Southeast Asia,Standard Class,Men's Footwear,1,6
1,Pacific Asia,West Asia,Standard Class,Cleats,12,2
0,Pacific Asia,Eastern Asia,Standard Class,Cleats,2,3
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,1,6
1,Pacific Asia,Oceania,Standard Class,Men's Footwear,12,7
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,11,3
0,Pacific Asia,Oceania,Standard Class,Men's Footwear,3,1
0,Pacific Asia,Oceania,Standard Class,Women's Clothing,1,2
0,Pacific Asia,South Asia,Standard Class,Men's Footwear,11,4
